id,lot,wafer,die,x,y,lum,std,lummin,lummax,path,h
283,OSD185236,12,OSD185236-Brutes-12-24,12,24,131.95,12.35,93,195,img/02-crop/die-283-OSD185236-Brutes-12-24-crop.bmp,57y3k4yn198ZapvM2bT9HmL4V/urejVY4wxm/2anoqVxsmFyW/7Zr3FxwRO31MpWZJmcSM2BRbRaE3oTd4BG/Q==
284,OSD185236,12,OSD185236-Brutes-12-25,12,25,130.0,12.27,89,197,img/02-crop/die-284-OSD185236-Brutes-12-25-crop.bmp,lyOjX7JlJC8btOhN0/8bVW2WyzKeigLGup+QHAe0nsW9FmOcTMfUGJmCb7q8Vzid4nZK4UycFe9pqlTAbpAcjw==
285,OSD185236,12,OSD185236-Brutes-12-26,12,26,128.79,11.73,93,190,img/02-crop/die-285-OSD185236-Brutes-12-26-crop.bmp,J7hp0GrzVKHhqaVL9dTn352KYCaAAjGlQeTkrn8H/A0icR/ZMiHWhZNMFfjgkbQhOSQhTR2JVE7hVKC5bvYOLQ==
286,OSD185247,1,OSD185247-Brutes-01-01,1,1,135.09,12.05,99,210,img/02-crop/die-286-OSD185247-Brutes-01-01-crop.bmp,938SK7t90FLxy8BF6A9Knvs+xkrQikUK9PcrHo7Wx8/J2h+eQVbA0A9Lukg5HGw7EJ55REpDbtqDeloce7A6iQ==
287,OSD185247,1,OSD185247-Brutes-01-02,1,2,137.81,11.42,95,198,img/02-crop/die-287-OSD185247-Brutes-01-02-crop.bmp,qJ1OaRd7jECUlp0Kf07lP3apM7fFYG7/Y0XbHPsI+R+W1VPR4/oY0gVrwk21tokRGvC3SM8XmjkaUkwkyz0EGg==
288,OSD185247,1,OSD185247-Brutes-01-03,1,3,137.43,11.47,97,194,img/02-crop/die-288-OSD185247-Brutes-01-03-crop.bmp,oedYZcyQPVhOyigo99PTh9Nk19/d4JV7udbsRiaK3MrdNi8z96He8t39r4pq+1YtZP6pSu3CLspxZH9YsObQwg==
289,OSD185247,1,OSD185247-Brutes-01-04,1,4,136.85,12.04,99,205,img/02-crop/die-289-OSD185247-Brutes-01-04-crop.bmp,TOhRE71FnZLkZ0s6WdyxdH7slTqtraqol1DYqzk9uNVk6HhABjuoC7ZxzpE3rE/cAIrlVcAtFSOoPjNlR4Aclg==
290,OSD185247,1,OSD185247-Brutes-01-05,1,5,111.42,12.61,71,178,img/02-crop/die-290-OSD185247-Brutes-01-05-crop.bmp,v9YI8v35O4uen0BmNhXZRFuqPVTAiWZU6G/lxD5jrHu8/qnmJGbhmL2KGU2GTv/elL0a0OW5+M5NrkvrIK5pWA==
291,OSD185247,1,OSD185247-Brutes-01-06,1,6,136.35,10.28,101,196,img/02-crop/die-291-OSD185247-Brutes-01-06-crop.bmp,phxtPuES4Iv9Z7sgpzDR16bvMlIQ3P0Xq+4toS3W5iDyG9wugSZMjU15+kHZQazi2LDSau8ekLYMGAquZnRH3w==
292,OSD185247,1,OSD185247-Brutes-01-07,1,7,148.29,10.5,110,210,img/02-crop/die-292-OSD185247-Brutes-01-07-crop.bmp,BSsv6tBM78fsfki/XumUgLlbK8+mrXc0RV2WAHfwNwNhJDYm55WGxi4MV3qW0ZIdBM+FsFHFGYCL4hnYZQzGKw==
293,OSD185247,1,OSD185247-Brutes-01-08,1,8,147.87,10.93,110,217,img/02-crop/die-293-OSD185247-Brutes-01-08-crop.bmp,vZvgJnQdAb1IqaM7E+0vaX33PZslSyPYyMtICkSTycIzixIWWSJP5ws/fZuTu/GhSzdsPysIYiEo6ts6OKPbGA==
294,OSD185247,1,OSD185247-Brutes-01-09,1,9,143.87,10.85,110,209,img/02-crop/die-294-OSD185247-Brutes-01-09-crop.bmp,2hxKaJ3Dno6uQgFtZL1N6/RcvjMvrA2qeRW8ORDAyB0PHlf14gXRU9oJzxtVItujjTDOVP6TcNcimBq+aHxcGw==
295,OSD185247,1,OSD185247-Brutes-01-10,1,10,128.25,17.5,0,208,img/02-crop/die-295-OSD185247-Brutes-01-10-crop.bmp,oqHwgwOUdTbPBDdrhyWZxyYbYRweW0gNRYDH84vd4CWNqZZ6mZYQFAl/W82/+DZXCGf5oWbj2KEcIlmIcjFDjw==
296,OSD185247,1,OSD185247-Brutes-01-11,1,11,110.6,14.86,64,175,img/02-crop/die-296-OSD185247-Brutes-01-11-crop.bmp,42qw/A7ESDlx1raLF6WJBZlMO1d+aljkZfqdn6oD47dOfleRkv1gx3teFfxH9bVex1BAN0ZycNLWg5f8h3nLiQ==
297,OSD185247,1,OSD185247-Brutes-01-12,1,12,138.95,9.85,102,197,img/02-crop/die-297-OSD185247-Brutes-01-12-crop.bmp,+RIrevczrG9HZhyo3t/Q9+vO/Jqq9l22+0efrkr2wT4ktLhT30xktMWUNjEr5TkR8qDtqU+704n8IU68Odmjkg==
298,OSD185247,1,OSD185247-Brutes-01-13,1,13,146.89,11.0,110,212,img/02-crop/die-298-OSD185247-Brutes-01-13-crop.bmp,2Ea2ycBjr0mzIZRpmhEoiI8oe4L0MImPC0xO75iqdJs3HmiV+pnS3xI1XdteqkjjN0c5m0EJS12rq5NCkd+AHQ==
299,OSD185247,1,OSD185247-Brutes-01-14,1,14,146.51,11.46,104,218,img/02-crop/die-299-OSD185247-Brutes-01-14-crop.bmp,kX93mcOr2hBNpHFwKONzJCOWDZPpYyRMuFWkParnKdiV5ZeO2VOj9q/Rpt+FfWnh2Z0+JNUg2AolcMEF5y8FQg==
300,OSD185247,1,OSD185247-Brutes-01-15,1,15,143.97,10.86,107,210,img/02-crop/die-300-OSD185247-Brutes-01-15-crop.bmp,bEc8UEcjwx4SUkPxJxgHuW39xmtr5Badg2xervzwB+7pCqnzKYtjULvo98BosrENb0YqHrocVgmhAnEqZklKMw==
301,OSD185247,1,OSD185247-Brutes-01-16,1,16,127.96,15.55,79,205,img/02-crop/die-301-OSD185247-Brutes-01-16-crop.bmp,eKRS1dieuyhW4KT0/p4rwrBb5utEvoBZk2eMrFEVrVYtIr0LOt1lGnGp1OMGVt4zv8RTjXJfrty54JOCt60wDw==
302,OSD185247,1,OSD185247-Brutes-01-17,1,17,122.21,13.36,76,186,img/02-crop/die-302-OSD185247-Brutes-01-17-crop.bmp,gCB996awfOVbW8yoQzmzdhjIVfPRd5m8Aqf6sN/11C9NZbrZ6ipd/8oMMBKS55VPcgU1D8DwUkCkkxltWislEw==
303,OSD185247,1,OSD185247-Brutes-01-18,1,18,140.83,10.48,105,199,img/02-crop/die-303-OSD185247-Brutes-01-18-crop.bmp,fl7hJrRTQgbJva6eGfh/SC1PwL2mL7udl9GqRnSkGVSvqtLowgbHkiHSPHxD79UyapZlMWprfxFV6VoQ1tsr2w==
304,OSD185247,1,OSD185247-Brutes-01-19,1,19,144.62,10.41,101,208,img/02-crop/die-304-OSD185247-Brutes-01-19-crop.bmp,X81twkWrPf223RxhcWv9C7Jt8vRqN41MYNvRzBxg+MRErbGffMJg2dJ0m1i7ZSPNSRBwhr17bmYF5JBMLD24hg==
305,OSD185247,1,OSD185247-Brutes-01-20,1,20,144.16,10.66,109,208,img/02-crop/die-305-OSD185247-Brutes-01-20-crop.bmp,/Mdj/WuksLfaaHC5nPQYLPG598O1RCF4AoPMDS7vJZsQbui7t47TERb140eY+hQpvYkgK4b5zqDUWN1/StW6Vw==
306,OSD185247,1,OSD185247-Brutes-01-21,1,21,140.6,10.98,100,206,img/02-crop/die-306-OSD185247-Brutes-01-21-crop.bmp,XLsOMNZlc1uHnRurznnhNWmhhHoVXAqxOtNBWizwNPGw694fe4jSczvNzLDue04zQCMEzdhAYx6bRNlh7LSmmg==
307,OSD185247,1,OSD185247-Brutes-01-22,1,22,124.05,18.01,0,199,img/02-crop/die-307-OSD185247-Brutes-01-22-crop.bmp,SYu0Q67T8V5CZffyBhBepEw9Tzs3EDYe7NfvKy2v6iOjb6OCcZBU7nHox0HcZ69v3/Yc6R+mu9gZeWeVDwXocA==
308,OSD185247,1,OSD185247-Brutes-01-23,1,23,135.19,13.62,53,205,img/02-crop/die-308-OSD185247-Brutes-01-23-crop.bmp,+7wTXZ5ak99tdkbRYAXP9/x0yQ9l5F+R9HRxIpMj7UaycsaX4BOtd01vmWbYTgtp35sMo0b0PNLoyzFa6O6azw==
309,OSD185247,1,OSD185247-Brutes-01-24,1,24,135.83,13.41,95,209,img/02-crop/die-309-OSD185247-Brutes-01-24-crop.bmp,kVgJsJnLFNHYGCwU4o3Zt7vRUIgxHtW33GmhBMpQCt5o7enPwRBy1itynTHGfAIHihPlHrskfSelxPxUG/HQMA==
310,OSD185247,1,OSD185247-Brutes-01-25,1,25,134.0,13.26,92,208,img/02-crop/die-310-OSD185247-Brutes-01-25-crop.bmp,Y3WfzhC71sGyF6vXTVJHaawoUAz5h9icZoru+/Fkek+d/Z/UzKyhk4qW88TIEHWWIRYE1OG5BSZykbQgbuy7sQ==
311,OSD185247,1,OSD185247-Brutes-01-26,1,26,133.42,12.54,96,199,img/02-crop/die-311-OSD185247-Brutes-01-26-crop.bmp,OYJaZh6jFSmIaJtZoYXqZmAmA7Bcu+hsTS4am4OUp/vDSy3aIoB+38V5PmZjwTpBQDbrlyuJwnAOpgv5j/FpWg==
312,OSD185247,2,OSD185247-Brutes-02-01,2,1,134.91,11.55,95,208,img/02-crop/die-312-OSD185247-Brutes-02-01-crop.bmp,PuQBQzST200/qJr/llhEo5pJgRBAriQTamFURsh2guqhC4LcBTF5tTRNxWxS9CfnjtJA5D+VTu8R4GmzPZAKxA==
313,OSD185247,2,OSD185247-Brutes-02-02,2,2,137.92,10.99,99,194,img/02-crop/die-313-OSD185247-Brutes-02-02-crop.bmp,PWS/iNA/Q6DB/KHvHzM947gNcU/YlQMm/DjS79kdp7cjpQC1BgqmLSjoMkkA8IQ+2zffOPbuA5XEmWYyj+5oEA==
314,OSD185247,2,OSD185247-Brutes-02-03,2,3,137.98,10.98,97,195,img/02-crop/die-314-OSD185247-Brutes-02-03-crop.bmp,QoCllqgllihmf8QAElnFF3teOZ8B3U8mcw4s1U/6Fsa9UIra976Lnt+R/3KPAAGLPvjZXGpqXM4I9XnaoRdRrQ==
315,OSD185247,2,OSD185247-Brutes-02-04,2,4,137.17,11.48,101,202,img/02-crop/die-315-OSD185247-Brutes-02-04-crop.bmp,6Ese33f1W+sldMaB4N8846bntF9J34MUs6tXqxwB4HNBYwHGgcICW1UF7fNLXO4O1ujNQJa9zBC1WTRRZj5ZrQ==
316,OSD185247,2,OSD185247-Brutes-02-05,2,5,112.15,12.3,71,175,img/02-crop/die-316-OSD185247-Brutes-02-05-crop.bmp,pKYyeOu93rwLxVesxXl1sl89ph50kwh/9oWB6TkVLcT3y7NoNP9MHcMI9eoR1VfwmYK2pDTz2T25tWOD7560tw==
317,OSD185247,2,OSD185247-Brutes-02-06,2,6,136.42,9.86,99,198,img/02-crop/die-317-OSD185247-Brutes-02-06-crop.bmp,bl2As/WL8yvoihceLLa0VoGBi5fV61XszgJfShZJXYx2ZaHNwKIPjyUZQPLu4avxPiZxTLFeqNGbQSowgt3h5g==
318,OSD185247,2,OSD185247-Brutes-02-07,2,7,147.77,10.06,112,213,img/02-crop/die-318-OSD185247-Brutes-02-07-crop.bmp,FWIGil64xLnUHVtTDWtFIfnYpaOmjdDVlf4OK+CsaCJH8WPY8y2Frg10x7mSNxEjVABNrsdhiFZ6e5dE5AfhQw==
319,OSD185247,2,OSD185247-Brutes-02-08,2,8,147.76,10.46,112,210,img/02-crop/die-319-OSD185247-Brutes-02-08-crop.bmp,esd+ha8zwMKkmYQ0NJEGD2WdG+CkkgvJW6xcUF13Stt/2aKdQXZRZET7wR9JwBqGUkNh1ffAT3ZRgwJIoO6wyw==
320,OSD185247,2,OSD185247-Brutes-02-09,2,9,144.27,10.29,111,204,img/02-crop/die-320-OSD185247-Brutes-02-09-crop.bmp,webwLDKHgcqFOBNsVMkgQqE+7nlFuul82EBQ0YEKj/r/vN1JCeFLClUPZN9pndsimrX5EGFY+rcofUQNOEcDlA==
321,OSD185247,2,OSD185247-Brutes-02-10,2,10,128.03,17.57,0,203,img/02-crop/die-321-OSD185247-Brutes-02-10-crop.bmp,yPOrQdkX22CFtW8gM+EED2A4Izl6E4/WEGCUT9O+PYB8hvM5Y1xWxR8SVxUNybRUk1tFHuiRF4sECRru4ZxAzg==
322,OSD185247,2,OSD185247-Brutes-02-11,2,11,110.62,14.78,65,176,img/02-crop/die-322-OSD185247-Brutes-02-11-crop.bmp,JCoeqeXx9pEOpVrzQVerAN9qIUhnlpC7EC4QIsh9PeCA5C+Gw9z1ao5NZwM+4le698qGZSD+ntx5QLhg4UAv+g==
323,OSD185247,2,OSD185247-Brutes-02-12,2,12,138.93,9.41,107,196,img/02-crop/die-323-OSD185247-Brutes-02-12-crop.bmp,9VAmiq028oqfYMDRcvcNE3yQ/s1EHARoUU8ZH7SZip8wRlTJhkJAGkZdPBpU7n/lD6+sDC2CpxNT7U3MePgHiw==
324,OSD185247,2,OSD185247-Brutes-02-13,2,13,146.8,10.56,112,208,img/02-crop/die-324-OSD185247-Brutes-02-13-crop.bmp,4GgzkUBiZ3wHWwjOGHb3FibsMYK+wJsB3kVxdwThCmOCxOObBUKHicbozZbgfBNIDzU+Lf8SO3RMDQIQ36pWeg==
325,OSD185247,2,OSD185247-Brutes-02-14,2,14,147.22,10.85,103,212,img/02-crop/die-325-OSD185247-Brutes-02-14-crop.bmp,aGzuxsQwnLqZIhpo0Cy0gqPW0I9EpMA53wTwalJ6UQ1ZjWrGd+8ny7W4oWKC1R2Y/my/m8SFOmAOxlaFW6Oeig==
326,OSD185247,2,OSD185247-Brutes-02-15,2,15,144.4,10.38,109,208,img/02-crop/die-326-OSD185247-Brutes-02-15-crop.bmp,dF/tuMUnCgNfhL0jUv2PBQlHH/cJLNZyqnQviNWbMcd60NJOKnP4Z7tELk0uKcNcGbsM4/Ag55GUXXqPea0Q9Q==
327,OSD185247,2,OSD185247-Brutes-02-16,2,16,128.32,15.36,80,205,img/02-crop/die-327-OSD185247-Brutes-02-16-crop.bmp,yrTHl2B6U0YvkjrBn7XkR2wcTiGhiYMttf1noyVJ2Aw0SP99/ty2jhM66lKsN8PCiQhoRP4kizlO/R3uNYspVg==
328,OSD185247,2,OSD185247-Brutes-02-17,2,17,121.53,13.37,76,186,img/02-crop/die-328-OSD185247-Brutes-02-17-crop.bmp,Yhf8c2KgsyeyoW9XrC6EsXjzgRtXzyXsodU681mK19FOAxww7rNMYLq+H27iSN34I4At9I9Ar5hPJ7IVN2oBMg==
329,OSD185247,2,OSD185247-Brutes-02-18,2,18,142.18,10.0,105,198,img/02-crop/die-329-OSD185247-Brutes-02-18-crop.bmp,AZx9ju9TaK1ik83N9ET6FMN94twwMSfOW0srD4owCSGGxNRCXtv2YVRGvESFdWLz1uQBZV98BzQ50G/TmQ1mXg==
330,OSD185247,2,OSD185247-Brutes-02-19,2,19,145.44,9.66,114,205,img/02-crop/die-330-OSD185247-Brutes-02-19-crop.bmp,AKNAY9c+sOgIpiMCNIdCsIPlzALOqoGA8SSkquLiNZEyX0+eZWY9L3tHTszRfSxylKSDDgiVyMccIJzQyYZ7nQ==
331,OSD185247,2,OSD185247-Brutes-02-20,2,20,144.93,10.02,110,205,img/02-crop/die-331-OSD185247-Brutes-02-20-crop.bmp,GPL7q2KAXFQPNO9too/tLKw2msY0KuVGd06lD/LFB+BLCtQcWpHd5XvqIsFc6+RsmKukYgMSGRfU5uEgf3w+Yg==
332,OSD185247,2,OSD185247-Brutes-02-21,2,21,141.63,10.23,106,204,img/02-crop/die-332-OSD185247-Brutes-02-21-crop.bmp,gkB+oEsY5vTA120fOQJRGaWPvR8ROqkpHfv0qhNbaI4dhkg9fum40wIPfl3sPcm7hme6kDa+Rne5fQuPdD2nkQ==
333,OSD185247,2,OSD185247-Brutes-02-22,2,22,124.68,17.96,0,199,img/02-crop/die-333-OSD185247-Brutes-02-22-crop.bmp,P+jfwnUrdRVWB9q21Z+KMDrmOuZMUe/eoi01Cu44oTO0WWkTJXlY7qsnLAEn42bWOHcscZYZv8uRfPV3q5oTjQ==
334,OSD185247,2,OSD185247-Brutes-02-23,2,23,135.5,13.17,91,202,img/02-crop/die-334-OSD185247-Brutes-02-23-crop.bmp,iEbh+Q7cq7gCIynLLGScmf+NokOiZplU+6rHj1tAUXdsqiu6CuGUIevRybGoZKQBF995yedqbvnbu4wL1qGQwA==
335,OSD185247,2,OSD185247-Brutes-02-24,2,24,135.93,12.93,95,204,img/02-crop/die-335-OSD185247-Brutes-02-24-crop.bmp,Q7bk+aVdqj2XKs7dHEy0SKRI7V/1N9RSJyotEk+iUnrOmRmQzWT4HDAsAWUJGt3ChwmRrhWqOgtffIVgUyv5Kg==
336,OSD185247,2,OSD185247-Brutes-02-25,2,25,134.05,12.89,92,202,img/02-crop/die-336-OSD185247-Brutes-02-25-crop.bmp,aak29cqtLKs29DbECByWYJwvsCwvMfkA0ipqH3gLA8WzAcEM1vsTsFTaUdqQvpPZWjQzkP/STNtoT496y3iZ9Q==
337,OSD185247,2,OSD185247-Brutes-02-26,2,26,133.38,12.18,98,197,img/02-crop/die-337-OSD185247-Brutes-02-26-crop.bmp,9bnaZVASqdijZMU3bQ8AF0xJndXCB3Ox8DOIaCAvx3WN1KpgdCM94RFrQzd+aWzxPqQJcjNQ9WoeY5HLgl3bPQ==
338,OSD185247,3,OSD185247-Brutes-03-01,3,1,133.04,11.46,94,203,img/02-crop/die-338-OSD185247-Brutes-03-01-crop.bmp,VI2gZYzwbF9J9Ua9K2BZ6mjVxANvfGeOWlQoOQnxxsvg/yeLZn1x7jb/qXePzFkRycRfoCKc5zWBNkMy6MO7Lw==
339,OSD185247,3,OSD185247-Brutes-03-02,3,2,135.76,10.9,95,191,img/02-crop/die-339-OSD185247-Brutes-03-02-crop.bmp,39yyQbjFKyLvzS3wNsCdMZ1vHRy5p7eXxbLCvozaXa05V8p1yMBzokPFhouwrlg23cxBZwsRIiucztTZE1OurQ==
340,OSD185247,3,OSD185247-Brutes-03-03,3,3,135.76,10.89,95,193,img/02-crop/die-340-OSD185247-Brutes-03-03-crop.bmp,R/rsMC6n05Nr5bf2KIkT+5wQz29zXHkpqU8T9zlPKFnFTdKXPSKenKU368+bt2EcFo+v97gd53XSU4W6oj9FVA==
341,OSD185247,3,OSD185247-Brutes-03-04,3,4,134.88,11.57,99,200,img/02-crop/die-341-OSD185247-Brutes-03-04-crop.bmp,PiiInldg08OKRI3gt1zXrLLofCXCLqSBYzGqoRoCCetizr3F6aw1K0CXMp6yE90ZpEivH68T6xLSdvrEGaiDhw==
342,OSD185247,3,OSD185247-Brutes-03-05,3,5,111.61,12.07,73,179,img/02-crop/die-342-OSD185247-Brutes-03-05-crop.bmp,Tjji1CJwsQltAeo43PRDXJhAjYJA55hPVpWDd4diosI6jsSM5xUGnpR88lY4Z4HIgP7QfRN1NkBqgBSM0i7vfA==
343,OSD185247,3,OSD185247-Brutes-03-06,3,6,134.89,9.8,98,198,img/02-crop/die-343-OSD185247-Brutes-03-06-crop.bmp,fxWQCLLn0UQn0izzNzDwdq14PMqC7m2S5TgG1CsMI50/padik+BQYjSOLpGVYDRGBTQr9hkQjtifkvL6/gRATA==
344,OSD185247,3,OSD185247-Brutes-03-07,3,7,146.16,9.93,114,204,img/02-crop/die-344-OSD185247-Brutes-03-07-crop.bmp,QS/84tVI0RuTH3Gb6E69KtFHhA0ZHG8BqS02qi0ICP6F9YJIvbAK8Dr7eQNBEP/NqZIX94nkcJtbHBvH4D/Z8w==
345,OSD185247,3,OSD185247-Brutes-03-08,3,8,145.39,10.35,114,208,img/02-crop/die-345-OSD185247-Brutes-03-08-crop.bmp,FlWp31dlXYdOkLAXXqgN9uXBZmn34VIg1IWyjNdWDh01s4pTPL6ZHvkqmiwD/HibyopYmO74LBgB8mENvDXVWQ==
346,OSD185247,3,OSD185247-Brutes-03-09,3,9,142.06,10.26,107,200,img/02-crop/die-346-OSD185247-Brutes-03-09-crop.bmp,U9IkHe9t0n/7L6iWARPgOnT+ZFT1NUCyvLSKq4j1wAoi1tnNoXdstDRxQoGfGLpRwOOmW+WfxReY+DMbPwflOA==
347,OSD185247,3,OSD185247-Brutes-03-10,3,10,125.51,17.4,0,203,img/02-crop/die-347-OSD185247-Brutes-03-10-crop.bmp,H34ru2KO4lPI96eN0pXiU4amG9wRmUN8eesIO92XXk9k8AsIsTYNSIzvG+ytwXUDguLks5ukpqr0HR5gDeLmOQ==
348,OSD185247,3,OSD185247-Brutes-03-11,3,11,108.94,14.63,64,172,img/02-crop/die-348-OSD185247-Brutes-03-11-crop.bmp,Els3hVVyX94yzu/VW1/wRvCH3t8oQLjB9Yp6mkfkC8e3ETNxlv2kLtICDV9VIBe5Ad0Byrbj+z/zMEWy4ZeQRQ==
349,OSD185247,3,OSD185247-Brutes-03-12,3,12,137.1,9.36,98,196,img/02-crop/die-349-OSD185247-Brutes-03-12-crop.bmp,vGthl4YaJ8Jim5XKLQww9kmirth5fbrskJZzyDeFJW6M1z5BnqA/dFcG3ElrK+aUtRtcs/WAD/gnSQBnbJzDfw==
350,OSD185247,3,OSD185247-Brutes-03-13,3,13,145.04,10.38,108,213,img/02-crop/die-350-OSD185247-Brutes-03-13-crop.bmp,KFXw70ay3iDIOc4mYyKwWhTzfnjTsntKYmXVZ2yjGUOyY2kFmCu83g1uqsQtznESPBTeUQnXJqv0+E2+RYjb+w==
351,OSD185247,3,OSD185247-Brutes-03-14,3,14,144.62,10.72,103,212,img/02-crop/die-351-OSD185247-Brutes-03-14-crop.bmp,b9vlfl2jrhhTwO9JBr1Cj0W47J5Xs+VvxBLG6YFuI1eMNNJSqP6Ces1nTk0Ryc0/PfF7wD7+yapxioaVZcLEDQ==
352,OSD185247,3,OSD185247-Brutes-03-15,3,15,142.47,10.24,107,204,img/02-crop/die-352-OSD185247-Brutes-03-15-crop.bmp,m+fPRFT9o6qgz72OfTTC8+7VwXmhaFAaz2TMGnAqNpRnOu4wJvBPAGCI5tBQPZTJWHxmww+lERwh0jfJfa0DqQ==
353,OSD185247,3,OSD185247-Brutes-03-16,3,16,126.31,15.07,77,201,img/02-crop/die-353-OSD185247-Brutes-03-16-crop.bmp,4jNGt/0kSNFCw0UR2yp7i5GIzkOrn1vxY1hiDilEP/mW3f9SEU6FFzuBtuaFS/E4djeCSwUEvZq9Hp1RcmvOuQ==
354,OSD185247,3,OSD185247-Brutes-03-17,3,17,118.78,13.42,74,183,img/02-crop/die-354-OSD185247-Brutes-03-17-crop.bmp,ZOKnNyjsInJgai4ODpja79uz3Livx2NKowSsa3Nq1mdNbnR+PZMOli4FheMyOQEekYMtI0ArkotNyFYvWltCLw==
355,OSD185247,3,OSD185247-Brutes-03-18,3,18,139.07,9.8,105,194,img/02-crop/die-355-OSD185247-Brutes-03-18-crop.bmp,h+fzITHbesswMt+dPA0s/LKeAmy6QeLo2kFJt+Rw7297uP9OPSs5w2q1Fiil6HptwV9YLj9TMU2mUjuFuCN6Hw==
356,OSD185247,3,OSD185247-Brutes-03-19,3,19,142.76,9.85,107,200,img/02-crop/die-356-OSD185247-Brutes-03-19-crop.bmp,EHsM1dE2M028v2vwn6xziw8ZpEr5PUQJPSeBVf0SasAZPhBirAGdUyLRlOUbH+4EtJPZHJRJ3IKF+xu2f+6fMQ==
357,OSD185247,3,OSD185247-Brutes-03-20,3,20,142.8,10.06,108,203,img/02-crop/die-357-OSD185247-Brutes-03-20-crop.bmp,flDArwyVtcsMQXqLhLkO80xp6FGDDF/mVzSqQpcTrO0htBJQqvi0PdclpK2B7J0b+oLq4dJRuKDZldEUOIe+Uw==
358,OSD185247,3,OSD185247-Brutes-03-21,3,21,139.07,10.33,105,200,img/02-crop/die-358-OSD185247-Brutes-03-21-crop.bmp,OjrVeUpGJdL5wdFVYyaaU9a6b6qMlwkin9D2i50XRe3dMe0W20mgVumbuxsI6Z5ECCgCqOC60e9KJkp/+K71MQ==
359,OSD185247,3,OSD185247-Brutes-03-22,3,22,123.08,17.42,0,193,img/02-crop/die-359-OSD185247-Brutes-03-22-crop.bmp,quCuN87+Qe0zIRO/E6Gs8xVsJ5/EK5x8KSdd4SYh7fMoa7l6PjgUbVSnxP/L4ydy13T7kNvb04qUwkFThEgAPQ==
360,OSD185247,3,OSD185247-Brutes-03-23,3,23,134.37,12.82,93,202,img/02-crop/die-360-OSD185247-Brutes-03-23-crop.bmp,6mLa9RRR9Iapb98wsFJR7uQs4h4nkumuYBC83PE8ZzLeSJQlWo3CRW7WGYZXQFARv/zabBY4+rHJLOPqD5ajdw==
361,OSD185247,3,OSD185247-Brutes-03-24,3,24,134.57,12.63,92,203,img/02-crop/die-361-OSD185247-Brutes-03-24-crop.bmp,w/64s8hnv6iNs0ABlVLV/+fEyhSWSK0DILCIgyUjmjRJyR9PVfpk3878q8kmaH8zmWyzAD9yMVUZszRfUJ2F/Q==
362,OSD185247,3,OSD185247-Brutes-03-25,3,25,132.3,12.69,92,204,img/02-crop/die-362-OSD185247-Brutes-03-25-crop.bmp,w+R9gsevE0s8heuozOox7nx6LqGJJQ81Er3WSqPZZlCB/Fajk8xOhJUQ6VBEPF/kyTCl0Wk/7vBNv2g9MXRhlg==
363,OSD185247,3,OSD185247-Brutes-03-26,3,26,131.54,12.09,95,198,img/02-crop/die-363-OSD185247-Brutes-03-26-crop.bmp,tgu3SSBcQ5xb44Esr1B9601HVjaFKTsv+eupMZvrZTZ7l2WGGomo2Oa/uNAZjVikmWrD5/iQLftdu94bWL+YTg==
364,OSD185247,4,OSD185247-Brutes-04-01,4,1,131.45,11.78,92,203,img/02-crop/die-364-OSD185247-Brutes-04-01-crop.bmp,F9RXQsapFRzu84txGmBqPBofgErIxDBVjmE8C71lUwUKG0Jz8dkobpkqXbqdMGQ6A/u4r5bOUYFTnplWHsfVKg==
365,OSD185247,4,OSD185247-Brutes-04-02,4,2,134.11,11.22,94,191,img/02-crop/die-365-OSD185247-Brutes-04-02-crop.bmp,yGs+y0zSqhz1BlESrGMxX8LFxbPHdYqmewvjd2m40cWsdY5IDPo0lg6VF+FSqzbGniSUNY7nVy6M4LfSPBRtZw==
366,OSD185247,4,OSD185247-Brutes-04-03,4,3,134.05,11.25,92,191,img/02-crop/die-366-OSD185247-Brutes-04-03-crop.bmp,pGGRCKs4u2L/eIUZqaadNCfx27u3yDS/g/tiKNwNrC3ZwaJvbW/xI1xYTGAQGdSERMfk+xkqevR8L+rYvhfRkA==
367,OSD185247,4,OSD185247-Brutes-04-04,4,4,133.26,11.82,96,199,img/02-crop/die-367-OSD185247-Brutes-04-04-crop.bmp,I2hfjzlxfRm606BQP9DmIxaIZM+9vkn13UYvfdrPUfGoZKRqUzBjepVs4QqX2ZSzV8IXUx1dUZnRY/RjqGDxXQ==
368,OSD185247,4,OSD185247-Brutes-04-05,4,5,108.92,12.25,69,172,img/02-crop/die-368-OSD185247-Brutes-04-05-crop.bmp,0zRPwPr9frF18UbAa7Cq/zTfETgFGaxT1/BR0Dsj/JnpQhX57fRHPoADUrFNFWO13vtkYFpqQtvzDWMVT1YGMA==
369,OSD185247,4,OSD185247-Brutes-04-06,4,6,132.9,9.97,101,197,img/02-crop/die-369-OSD185247-Brutes-04-06-crop.bmp,MKCbzK4hnVnmZr9WOEkZC0wsvgcDXyOgTawZMdbSGF0fbtXBEk1Du1MByswhlhOIWgUypoZTyvVEXY7ztSND1Q==
370,OSD185247,4,OSD185247-Brutes-04-07,4,7,143.9,10.13,106,204,img/02-crop/die-370-OSD185247-Brutes-04-07-crop.bmp,Aq1jAti1O6m7nG5pLsBhMq25fT7QtDGOl43hGd0UKP0vUiZyD8hzgnODWd+/GPkXQEHBTkY1/q3mxcMjcOf3BA==
